id,status,participants,startCoords,finishCoords,winnerId,startTime,endTime
race-hist-42001-99,finished,"[""drv-syn-043"",""drv-syn-021""]","{""latitude"":34.12568241107278,""longitude"":-118.52314114678883}","{""latitude"":34.117884992984656,""longitude"":-118.52901194958761}",drv-syn-043,2026-03-05T04:46:25.254Z,2026-03-05T04:47:51.753Z
race-hist-42001-100,finished,"[""drv-syn-011"",""drv-syn-032""]","{""latitude"":34.13428823509254,""longitude"":-118.40787595275323}","{""latitude"":34.122678539900804,""longitude"":-118.41542670106563}",drv-syn-011,2026-01-01T11:06:24.046Z,2026-01-01T11:07:03.372Z
race-hist-42001-101,finished,"[""drv-syn-035"",""drv-syn-013""]","{""latitude"":34.11910305593163,""longitude"":-118.24681298675713}","{""latitude"":34.11603390275494,""longitude"":-118.24122448040507}",drv-syn-035,2026-01-20T01:21:32.431Z,2026-01-20T01:21:57.515Z
race-hist-42001-102,finished,"[""drv-syn-003"",""drv-syn-025""]","{""latitude"":34.003939605960625,""longitude"":-118.35404205946251}","{""latitude"":34.00679054213386,""longitude"":-118.35103954364305}",drv-syn-025,2025-11-24T00:06:30.598Z,2025-11-24T00:07:27.381Z
race-hist-42001-103,finished,"[""drv-syn-027"",""drv-syn-017""]","{""latitude"":34.06782893612515,""longitude"":-118.20373561079613}","{""latitude"":34.060101162416665,""longitude"":-118.21419690219689}",drv-syn-027,2026-01-20T07:06:31.250Z,2026-01-20T07:07:34.529Z
race-hist-42001-104,finished,"[""drv-syn-010"",""drv-syn-015""]","{""latitude"":34.12875017359387,""longitude"":-118.2994135685265}","{""latitude"":34.124038372526556,""longitude"":-118.29725706052933}",drv-syn-010,2026-01-13T01:57:17.142Z,2026-01-13T01:57:49.868Z
race-hist-42001-105,finished,"[""drv-syn-006"",""drv-syn-050""]","{""latitude"":34.15731440703385,""longitude"":-118.25736126170959}","{""latitude"":34.16155760537873,""longitude"":-118.27003349480744}",drv-syn-050,2025-10-13T14:31:29.653Z,2025-10-13T14:32:15.566Z
race-hist-42001-106,finished,"[""drv-syn-038"",""drv-syn-022""]","{""latitude"":33.99597696270328,""longitude"":-118.21626711110584}","{""latitude"":34.00357412887035,""longitude"":-118.20972747228788}",drv-syn-038,2025-11-29T09:09:45.122Z,2025-11-29T09:10:07.702Z
race-hist-42001-107,finished,"[""drv-syn-025"",""drv-syn-050""]","{""latitude"":34.00799612864387,""longitude"":-118.36829899793956}","{""latitude"":34.01047415538923,""longitude"":-118.36437091499263}",drv-syn-025,2026-03-09T01:58:03.675Z,2026-03-09T01:58:23.089Z
race-hist-42001-108,finished,"[""drv-syn-009"",""drv-syn-041""]","{""latitude"":33.97056614332833,""longitude"":-118.21730304125231}","{""latitude"":33.962536907918256,""longitude"":-118.2163200068635}",drv-syn-009,2025-10-01T18:08:37.103Z,2025-10-01T18:09:22.143Z
race-hist-42001-109,finished,"[""drv-syn-041"",""drv-syn-050""]","{""latitude"":34.15954637653195,""longitude"":-118.44231821176363}","{""latitude"":34.15967347435648,""longitude"":-118.43296129527434}",drv-syn-041,2026-01-25T03:54:47.299Z,2026-01-25T03:55:39.926Z
race-hist-42001-110,finished,"[""drv-syn-014"",""drv-syn-018""]","{""latitude"":34.121364624644634,""longitude"":-118.44536095736548}","{""latitude"":34.12034318131594,""longitude"":-118.43850880688854}",drv-syn-018,2025-11-24T22:55:33.647Z,2025-11-24T22:55:52.473Z
race-hist-42001-111,finished,"[""drv-syn-007"",""drv-syn-029""]","{""latitude"":34.04597991006449,""longitude"":-118.22151783454464}","{""latitude"":34.052043202594106,""longitude"":-118.23344383516446}",drv-syn-029,2025-10-01T00:11:17.057Z,2025-10-01T00:12:12.215Z
race-hist-42001-112,finished,"[""drv-syn-005"",""drv-syn-050""]","{""latitude"":34.02919792181347,""longitude"":-118.21002996647731}","{""latitude"":34.03163982032003,""longitude"":-118.21106509468387}",drv-syn-050,2025-10-21T16:42:06.630Z,2025-10-21T16:43:29.611Z
race-hist-42001-113,finished,"[""drv-syn-041"",""drv-syn-045""]","{""latitude"":33.963630376202055,""longitude"":-118.28196130659198}","{""latitude"":33.963695577071896,""longitude"":-118.26601043492576}",drv-syn-045,2025-10-27T09:05:48.429Z,2025-10-27T09:06:07.778Z
race-hist-42001-114,finished,"[""drv-syn-038"",""drv-syn-025""]","{""latitude"":34.167087566396226,""longitude"":-118.4002140235505}","{""latitude"":34.16039664216739,""longitude"":-118.39605491126609}",drv-syn-038,2026-03-17T04:07:57.729Z,2026-03-17T04:09:18.816Z
race-hist-42001-115,finished,"[""drv-syn-008"",""drv-syn-037""]","{""latitude"":33.97289164135233,""longitude"":-118.24940414596348}","{""latitude"":33.98417268436314,""longitude"":-118.24035176099514}",drv-syn-037,2026-03-08T20:27:31.537Z,2026-03-08T20:28:42.554Z
race-hist-42001-116,finished,"[""drv-syn-024"",""drv-syn-020""]","{""latitude"":33.9867045149114,""longitude"":-118.49027673157397}","{""latitude"":33.98479143925994,""longitude"":-118.49393066929066}",drv-syn-020,2026-03-05T06:47:29.553Z,2026-03-05T06:48:03.586Z
race-hist-42001-117,finished,"[""drv-syn-045"",""drv-syn-023""]","{""latitude"":34.09401721201837,""longitude"":-118.50025413205148}","{""latitude"":34.09654678025297,""longitude"":-118.49022706777698}",drv-syn-045,2025-11-29T03:02:28.991Z,2025-11-29T03:02:38.288Z
race-hist-42001-118,finished,"[""drv-syn-047"",""drv-syn-019""]","{""latitude"":34.05487913948484,""longitude"":-118.54241165781859}","{""latitude"":34.045974887320895,""longitude"":-118.5375609523925}",drv-syn-019,2026-02-17T07:40:36.523Z,2026-02-17T07:41:26.861Z
race-hist-42001-119,finished,"[""drv-syn-005"",""drv-syn-033""]","{""latitude"":33.961261517768726,""longitude"":-118.31690514150542}","{""latitude"":33.94814849874955,""longitude"":-118.3199945181303}",drv-syn-033,2026-03-12T13:58:23.833Z,2026-03-12T13:59:03.942Z
race-hist-42001-120,finished,"[""drv-syn-030"",""drv-syn-033""]","{""latitude"":33.952775722565136,""longitude"":-118.51815223691518}","{""latitude"":33.96138907310442,""longitude"":-118.52888321181975}",drv-syn-033,2025-12-19T19:19:57.255Z,2025-12-19T19:20:49.864Z
race-hist-42001-121,finished,"[""drv-syn-004"",""drv-syn-014""]","{""latitude"":34.017288542753086,""longitude"":-118.50882921209559}","{""latitude"":34.01732782926623,""longitude"":-118.49822507714732}",drv-syn-014,2025-12-30T09:45:40.200Z,2025-12-30T09:46:06.916Z
race-hist-42001-122,finished,"[""drv-syn-047"",""drv-syn-025""]","{""latitude"":33.99148290555459,""longitude"":-118.40606165799545}","{""latitude"":33.985145117314794,""longitude"":-118.3936293805343}",drv-syn-025,2025-12-03T07:18:46.260Z,2025-12-03T07:19:02.555Z
race-hist-42001-123,finished,"[""drv-syn-042"",""drv-syn-020""]","{""latitude"":34.11458685698454,""longitude"":-118.31985157126327}","{""latitude"":34.104127838445805,""longitude"":-118.31733042607469}",drv-syn-020,2026-02-05T11:54:59.742Z,2026-02-05T11:56:02.825Z
race-hist-42001-124,finished,"[""drv-syn-018"",""drv-syn-005""]","{""latitude"":33.972373089822945,""longitude"":-118.43555654857774}","{""latitude"":33.96881838140481,""longitude"":-118.44126126215238}",drv-syn-018,2026-02-22T17:09:57.415Z,2026-02-22T17:11:03.874Z
race-hist-42001-125,finished,"[""drv-syn-020"",""drv-syn-041""]","{""latitude"":34.14640498081688,""longitude"":-118.28362826978555}","{""latitude"":34.133203173623386,""longitude"":-118.28890017089691}",drv-syn-020,2026-01-22T02:48:46.699Z,2026-01-22T02:49:54.525Z
race-hist-42001-126,finished,"[""drv-syn-028"",""drv-syn-020""]","{""latitude"":34.04957083677407,""longitude"":-118.42983590593794}","{""latitude"":34.05685331028137,""longitude"":-118.43877329850183}",drv-syn-020,2025-11-09T18:25:30.622Z,2025-11-09T18:26:38.599Z
race-hist-42001-127,finished,"[""drv-syn-003"",""drv-syn-029""]","{""latitude"":34.09084686704446,""longitude"":-118.23188517678064}","{""latitude"":34.09460388048856,""longitude"":-118.24777234266618}",drv-syn-029,2025-12-04T14:47:38.461Z,2025-12-04T14:48:10.333Z
race-hist-42001-128,finished,"[""drv-syn-045"",""drv-syn-001""]","{""latitude"":34.14536344709341,""longitude"":-118.4301753774751}","{""latitude"":34.14567599809311,""longitude"":-118.43578575404212}",drv-syn-045,2025-11-13T08:53:45.521Z,2025-11-13T08:54:21.275Z
race-hist-42001-129,finished,"[""drv-syn-047"",""drv-syn-029""]","{""latitude"":34.12914592213463,""longitude"":-118.34504506135126}","{""latitude"":34.137265758432186,""longitude"":-118.35922123642926}",drv-syn-047,2025-12-17T03:09:40.034Z,2025-12-17T03:10:32.392Z
race-hist-42001-130,finished,"[""drv-syn-023"",""drv-syn-001""]","{""latitude"":34.1190921266377,""longitude"":-118.21094176677288}","{""latitude"":34.1247265237119,""longitude"":-118.21976029889782}",drv-syn-001,2025-10-03T01:57:09.629Z,2025-10-03T01:58:08.801Z
race-hist-42001-131,finished,"[""drv-syn-004"",""drv-syn-026""]","{""latitude"":34.019633203614504,""longitude"":-118.38168310368201}","{""latitude"":34.02101691557392,""longitude"":-118.38458922931952}",drv-syn-004,2026-01-14T05:34:54.047Z,2026-01-14T05:36:17.477Z
race-hist-42001-132,finished,"[""drv-syn-045"",""drv-syn-013""]","{""latitude"":34.04118751445785,""longitude"":-118.30381598793902}","{""latitude"":34.04038985556581,""longitude"":-118.30036306352048}",drv-syn-013,2025-12-06T21:50:07.068Z,2025-12-06T21:51:24.291Z
race-hist-42001-133,finished,"[""drv-syn-033"",""drv-syn-004""]","{""latitude"":34.16360607917421,""longitude"":-118.3761262277374}","{""latitude"":34.16522947782101,""longitude"":-118.36467226802587}",drv-syn-004,2025-12-14T03:47:42.705Z,2025-12-14T03:48:40.717Z
race-hist-42001-134,finished,"[""drv-syn-007"",""drv-syn-033""]","{""latitude"":34.079985050931576,""longitude"":-118.44061793010914}","{""latitude"":34.07759334747831,""longitude"":-118.44342311822088}",drv-syn-033,2025-12-03T01:54:40.510Z,2025-12-03T01:55:43.642Z
race-hist-42001-135,finished,"[""drv-syn-048"",""drv-syn-037""]","{""latitude"":34.10941811954603,""longitude"":-118.46746079443255}","{""latitude"":34.10111322803792,""longitude"":-118.46303199550537}",drv-syn-048,2026-01-05T08:08:44.582Z,2026-01-05T08:09:47.940Z
race-hist-42001-136,finished,"[""drv-syn-034"",""drv-syn-007""]","{""latitude"":34.10825135672,""longitude"":-118.3626923927688}","{""latitude"":34.11769570085464,""longitude"":-118.35529205766889}",drv-syn-007,2025-10-22T16:42:13.769Z,2025-10-22T16:43:02.708Z
race-hist-42001-137,finished,"[""drv-syn-007"",""drv-syn-009""]","{""latitude"":34.1172387212189,""longitude"":-118.4672455386375}","{""latitude"":34.11891543736609,""longitude"":-118.45420498283842}",drv-syn-009,2026-03-12T23:48:40.290Z,2026-03-12T23:49:45.599Z
race-hist-42001-138,finished,"[""drv-syn-004"",""drv-syn-046""]","{""latitude"":33.99445542333182,""longitude"":-118.5205148272682}","{""latitude"":33.988420819879394,""longitude"":-118.50954495760517}",drv-syn-046,2026-02-25T20:45:20.924Z,2026-02-25T20:46:32.474Z
race-hist-42001-139,finished,"[""drv-syn-045"",""drv-syn-007""]","{""latitude"":33.99262353648432,""longitude"":-118.2094862782862}","{""latitude"":33.99059823763597,""longitude"":-118.21562907877573}",drv-syn-045,2025-11-11T09:58:17.353Z,2025-11-11T09:59:06.213Z
race-hist-42001-140,finished,"[""drv-syn-006"",""drv-syn-038""]","{""latitude"":34.09228527697735,""longitude"":-118.47476675454527}","{""latitude"":34.10485177003713,""longitude"":-118.46386336300695}",drv-syn-038,2025-10-17T16:59:24.917Z,2025-10-17T16:59:50.392Z
race-hist-42001-141,finished,"[""drv-syn-026"",""drv-syn-045""]","{""latitude"":34.15154212913942,""longitude"":-118.27216280376305}","{""latitude"":34.15379905822083,""longitude"":-118.27456083088106}",drv-syn-045,2026-01-22T04:42:46.890Z,2026-01-22T04:44:03.517Z
race-hist-42001-142,finished,"[""drv-syn-013"",""drv-syn-007""]","{""latitude"":33.9549181576306,""longitude"":-118.30628886824707}","{""latitude"":33.95907821955125,""longitude"":-118.30581725541654}",drv-syn-007,2025-10-22T14:03:57.631Z,2025-10-22T14:04:34.115Z
race-hist-42001-143,finished,"[""drv-syn-026"",""drv-syn-004""]","{""latitude"":34.077508070305925,""longitude"":-118.31688318097731}","{""latitude"":34.08204647529682,""longitude"":-118.31301856705134}",drv-syn-026,2026-03-10T05:48:55.248Z,2026-03-10T05:50:21.209Z
race-hist-42001-144,finished,"[""drv-syn-014"",""drv-syn-011""]","{""latitude"":34.16410137296655,""longitude"":-118.27861766765126}","{""latitude"":34.166072840140785,""longitude"":-118.2831636149518}",drv-syn-014,2025-11-05T12:40:18.943Z,2025-11-05T12:40:31.705Z
race-hist-42001-145,finished,"[""drv-syn-027"",""drv-syn-020""]","{""latitude"":34.128730495404454,""longitude"":-118.21802009973908}","{""latitude"":34.12069213301593,""longitude"":-118.23182656695987}",drv-syn-027,2026-02-05T19:14:24.634Z,2026-02-05T19:15:53.423Z
race-hist-42001-146,finished,"[""drv-syn-008"",""drv-syn-002""]","{""latitude"":34.00206626475323,""longitude"":-118.25025374300311}","{""latitude"":34.005224628015874,""longitude"":-118.26490693371625}",drv-syn-002,2025-12-18T03:40:29.706Z,2025-12-18T03:40:54.223Z
race-hist-42001-147,finished,"[""drv-syn-041"",""drv-syn-026""]","{""latitude"":34.088146393299105,""longitude"":-118.208200256282}","{""latitude"":34.09517243744969,""longitude"":-118.1960672622187}",drv-syn-026,2025-12-26T03:46:42.112Z,2025-12-26T03:47:27.746Z
race-hist-42001-148,finished,"[""drv-syn-018"",""drv-syn-042""]","{""latitude"":34.007639579023234,""longitude"":-118.331792915822}","{""latitude"":34.00682923704335,""longitude"":-118.33675202329385}",drv-syn-042,2025-09-29T02:53:17.268Z,2025-09-29T02:53:32.347Z
race-hist-42001-149,finished,"[""drv-syn-019"",""drv-syn-001""]","{""latitude"":34.15734794819728,""longitude"":-118.47422281976323}","{""latitude"":34.161618785818575,""longitude"":-118.48747947631149}",drv-syn-019,2025-12-22T09:16:21.396Z,2025-12-22T09:17:21.903Z
race-hist-42001-150,finished,"[""drv-syn-013"",""drv-syn-011""]","{""latitude"":34.11485633808654,""longitude"":-118.50096048599808}","{""latitude"":34.122669075204996,""longitude"":-118.51772173108233}",drv-syn-013,2026-01-05T19:06:36.460Z,2026-01-05T19:07:18.085Z
race-hist-42001-151,finished,"[""drv-syn-050"",""drv-syn-019""]","{""latitude"":34.14860491643194,""longitude"":-118.39979529388947}","{""latitude"":34.158186550628955,""longitude"":-118.41338848798499}",drv-syn-019,2026-02-06T10:28:41.232Z,2026-02-06T10:28:53.397Z
race-hist-42001-152,finished,"[""drv-syn-037"",""drv-syn-005""]","{""latitude"":33.97745332778432,""longitude"":-118.4707069083699}","{""latitude"":33.965729922545414,""longitude"":-118.46793559653302}",drv-syn-037,2025-12-13T06:19:54.259Z,2025-12-13T06:20:47.951Z
race-hist-42001-153,finished,"[""drv-syn-042"",""drv-syn-020""]","{""latitude"":34.14961213337723,""longitude"":-118.43778154836036}","{""latitude"":34.157139241297095,""longitude"":-118.42236018300514}",drv-syn-020,2026-02-16T06:22:45.009Z,2026-02-16T06:24:04.416Z
race-hist-42001-154,finished,"[""drv-syn-029"",""drv-syn-035""]","{""latitude"":34.14864499684423,""longitude"":-118.30764302855823}","{""latitude"":34.162989279885,""longitude"":-118.30807153357736}",drv-syn-029,2026-03-03T01:07:35.688Z,2026-03-03T01:08:30.281Z
race-hist-42001-155,finished,"[""drv-syn-042"",""drv-syn-021""]","{""latitude"":34.05299077428877,""longitude"":-118.5269505370059}","{""latitude"":34.04794737740553,""longitude"":-118.53183627521997}",drv-syn-042,2026-02-20T14:26:54.473Z,2026-02-20T14:27:04.731Z
race-hist-42001-156,finished,"[""drv-syn-027"",""drv-syn-020""]","{""latitude"":33.996570010231814,""longitude"":-118.3171762427315}","{""latitude"":34.003048357391286,""longitude"":-118.33229310571343}",drv-syn-020,2026-03-02T09:38:32.634Z,2026-03-02T09:39:33.480Z
race-hist-42001-157,finished,"[""drv-syn-029"",""drv-syn-046""]","{""latitude"":34.146920051812195,""longitude"":-118.29789226250723}","{""latitude"":34.14816503398442,""longitude"":-118.28672034121651}",drv-syn-046,2025-10-25T04:37:34.437Z,2025-10-25T04:38:03.219Z
race-hist-42001-158,finished,"[""drv-syn-022"",""drv-syn-040""]","{""latitude"":34.113008649279365,""longitude"":-118.50036185896023}","{""latitude"":34.113029456534925,""longitude"":-118.49728412945323}",drv-syn-040,2025-12-14T15:26:45.563Z,2025-12-14T15:28:11.745Z
race-hist-42001-159,finished,"[""drv-syn-044"",""drv-syn-017""]","{""latitude"":34.09976794219576,""longitude"":-118.23991577882552}","{""latitude"":34.11023115249756,""longitude"":-118.2466347255045}",drv-syn-044,2025-10-23T18:50:53.999Z,2025-10-23T18:52:20.570Z
race-hist-42001-160,finished,"[""drv-syn-015"",""drv-syn-041""]","{""latitude"":34.113562670252286,""longitude"":-118.3071649972815}","{""latitude"":34.12174553999067,""longitude"":-118.31576215662061}",drv-syn-041,2025-12-06T21:22:10.101Z,2025-12-06T21:22:34.619Z
race-hist-42001-161,finished,"[""drv-syn-045"",""drv-syn-039""]","{""latitude"":34.12347471592948,""longitude"":-118.38708887390094}","{""latitude"":34.12707807189246,""longitude"":-118.37973934788289}",drv-syn-045,2025-12-14T17:04:01.399Z,2025-12-14T17:05:31.383Z
race-hist-42001-162,finished,"[""drv-syn-002"",""drv-syn-028""]","{""latitude"":34.03208233447746,""longitude"":-118.47738030455075}","{""latitude"":34.0342316909378,""longitude"":-118.47552040465057}",drv-syn-028,2026-01-27T22:33:41.548Z,2026-01-27T22:34:41.564Z
race-hist-42001-163,finished,"[""drv-syn-024"",""drv-syn-015""]","{""latitude"":33.99447494057939,""longitude"":-118.32537205312401}","{""latitude"":33.984569189914076,""longitude"":-118.32077474748077}",drv-syn-024,2026-01-01T07:06:32.826Z,2026-01-01T07:07:10.983Z
race-hist-42001-164,finished,"[""drv-syn-032"",""drv-syn-050""]","{""latitude"":33.98699154087808,""longitude"":-118.22140906569548}","{""latitude"":33.97694945682906,""longitude"":-118.20727574016973}",drv-syn-050,2025-11-17T07:31:26.278Z,2025-11-17T07:31:41.574Z
race-hist-42001-165,finished,"[""drv-syn-049"",""drv-syn-029""]","{""latitude"":34.01837224165443,""longitude"":-118.51036524137017}","{""latitude"":34.01709209002044,""longitude"":-118.52522045877377}",drv-syn-029,2025-11-07T00:50:03.449Z,2025-11-07T00:50:48.907Z
race-hist-42001-166,finished,"[""drv-syn-035"",""drv-syn-046""]","{""latitude"":34.090748203592376,""longitude"":-118.31822084846208}","{""latitude"":34.08506657730078,""longitude"":-118.31789076300505}",drv-syn-046,2026-03-10T14:01:43.924Z,2026-03-10T14:02:03.811Z
race-hist-42001-167,finished,"[""drv-syn-011"",""drv-syn-006""]","{""latitude"":34.02567914177198,""longitude"":-118.20638082980877}","{""latitude"":34.0228015683774,""longitude"":-118.18816655076371}",drv-syn-006,2025-10-03T13:35:53.168Z,2025-10-03T13:36:23.104Z
race-hist-42001-168,finished,"[""drv-syn-003"",""drv-syn-010""]","{""latitude"":34.13776269532275,""longitude"":-118.42323642363772}","{""latitude"":34.14366417156248,""longitude"":-118.4249217687684}",drv-syn-010,2025-11-13T23:24:54.355Z,2025-11-13T23:25:17.032Z
race-hist-42001-169,finished,"[""drv-syn-010"",""drv-syn-012""]","{""latitude"":34.131453112997114,""longitude"":-118.24131628877949}","{""latitude"":34.12665661091507,""longitude"":-118.24882808839732}",drv-syn-010,2026-02-23T08:44:31.981Z,2026-02-23T08:45:53.456Z
race-hist-42001-170,finished,"[""drv-syn-049"",""drv-syn-039""]","{""latitude"":34.08845191579778,""longitude"":-118.26216397309908}","{""latitude"":34.078138216784076,""longitude"":-118.26801409301788}",drv-syn-049,2025-12-06T02:24:02.744Z,2025-12-06T02:25:02.045Z
race-hist-42001-171,finished,"[""drv-syn-009"",""drv-syn-032""]","{""latitude"":34.05428725112696,""longitude"":-118.40156950971577}","{""latitude"":34.056540169900444,""longitude"":-118.38940508781026}",drv-syn-009,2026-01-09T04:14:58.586Z,2026-01-09T04:15:34.542Z
race-hist-42001-172,finished,"[""drv-syn-046"",""drv-syn-004""]","{""latitude"":34.083013303047046,""longitude"":-118.4712625450571}","{""latitude"":34.0818344230524,""longitude"":-118.46744962589237}",drv-syn-004,2026-01-12T05:35:28.048Z,2026-01-12T05:36:10.814Z
race-hist-42001-173,finished,"[""drv-syn-016"",""drv-syn-030""]","{""latitude"":34.065968248574066,""longitude"":-118.32907781451941}","{""latitude"":34.06452281056506,""longitude"":-118.33250060784142}",drv-syn-030,2025-11-21T13:38:37.975Z,2025-11-21T13:39:25.684Z
race-hist-42001-174,finished,"[""drv-syn-015"",""drv-syn-036""]","{""latitude"":34.12503614296206,""longitude"":-118.52660034585278}","{""latitude"":34.128387365243796,""longitude"":-118.53622870010751}",drv-syn-036,2025-10-11T23:32:45.517Z,2025-10-11T23:33:30.444Z
race-hist-42001-175,finished,"[""drv-syn-048"",""drv-syn-018""]","{""latitude"":34.09281852487475,""longitude"":-118.41655955489259}","{""latitude"":34.09319347486063,""longitude"":-118.42861699707392}",drv-syn-048,2025-12-28T04:16:05.161Z,2025-12-28T04:17:10.475Z
race-hist-42001-176,finished,"[""drv-syn-045"",""drv-syn-015""]","{""latitude"":34.12557505553123,""longitude"":-118.41487946998095}","{""latitude"":34.120729816370556,""longitude"":-118.41374500298177}",drv-syn-045,2025-10-17T14:29:49.009Z,2025-10-17T14:30:09.613Z
race-hist-42001-177,finished,"[""drv-syn-018"",""drv-syn-020""]","{""latitude"":34.14138187321834,""longitude"":-118.42229198410641}","{""latitude"":34.12762019360137,""longitude"":-118.4169456283583}",drv-syn-018,2026-02-26T01:52:29.920Z,2026-02-26T01:53:23.860Z
race-hist-42001-178,finished,"[""drv-syn-010"",""drv-syn-001""]","{""latitude"":34.000801854785536,""longitude"":-118.4562705422286}","{""latitude"":34.003040653640724,""longitude"":-118.44974610872218}",drv-syn-001,2026-01-16T20:26:02.249Z,2026-01-16T20:26:38.564Z
race-hist-42001-179,finished,"[""drv-syn-020"",""drv-syn-019""]","{""latitude"":33.98568504533265,""longitude"":-118.5238331450033}","{""latitude"":33.990383466976354,""longitude"":-118.53540161914151}",drv-syn-020,2025-10-07T03:04:49.305Z,2025-10-07T03:05:09.370Z
race-hist-42001-180,finished,"[""drv-syn-049"",""drv-syn-007""]","{""latitude"":34.021290468447845,""longitude"":-118.424659744394}","{""latitude"":34.013996103640636,""longitude"":-118.41331023314932}",drv-syn-007,2025-11-22T18:45:19.903Z,2025-11-22T18:45:42.461Z
race-hist-42001-181,finished,"[""drv-syn-028"",""drv-syn-043""]","{""latitude"":34.060185019923374,""longitude"":-118.53169868685072}","{""latitude"":34.056724503569036,""longitude"":-118.52738257540882}",drv-syn-028,2026-02-20T15:43:16.290Z,2026-02-20T15:44:45.333Z
race-hist-42001-182,finished,"[""drv-syn-010"",""drv-syn-023""]","{""latitude"":34.13201603853144,""longitude"":-118.50312460039277}","{""latitude"":34.12034340598964,""longitude"":-118.49183394923269}",drv-syn-023,2025-10-08T21:49:46.602Z,2025-10-08T21:50:49.394Z
race-hist-42001-183,finished,"[""drv-syn-001"",""drv-syn-042""]","{""latitude"":34.062997592897155,""longitude"":-118.43566925937775}","{""latitude"":34.059330783333984,""longitude"":-118.4384231517465}",drv-syn-042,2025-10-03T01:52:49.697Z,2025-10-03T01:53:58.015Z
race-hist-42001-184,finished,"[""drv-syn-029"",""drv-syn-042""]","{""latitude"":34.00856179633644,""longitude"":-118.40600515322294}","{""latitude"":34.01685109419589,""longitude"":-118.40001029841503}",drv-syn-029,2025-10-08T05:50:35.059Z,2025-10-08T05:51:11.343Z
race-hist-42001-185,finished,"[""drv-syn-011"",""drv-syn-042""]","{""latitude"":34.060149745023814,""longitude"":-118.21104887133697}","{""latitude"":34.062039093899955,""longitude"":-118.1951063048014}",drv-syn-042,2026-01-14T10:37:46.490Z,2026-01-14T10:38:00.235Z
race-hist-42001-186,finished,"[""drv-syn-013"",""drv-syn-036""]","{""latitude"":34.00224734610878,""longitude"":-118.51545697306283}","{""latitude"":34.00202063797489,""longitude"":-118.50985345945928}",drv-syn-036,2025-12-10T09:20:10.854Z,2025-12-10T09:21:10.402Z
race-hist-42001-187,finished,"[""drv-syn-035"",""drv-syn-001""]","{""latitude"":33.97013759143651,""longitude"":-118.2548094445141}","{""latitude"":33.967572745694284,""longitude"":-118.25328995521693}",drv-syn-001,2026-02-20T00:05:29.801Z,2026-02-20T00:06:05.580Z
race-hist-42001-188,finished,"[""drv-syn-006"",""drv-syn-032""]","{""latitude"":33.97157325659879,""longitude"":-118.35439017439494}","{""latitude"":33.95821625026937,""longitude"":-118.3620711760433}",drv-syn-006,2025-11-26T22:44:58.672Z,2025-11-26T22:45:18.111Z
race-hist-42001-189,finished,"[""drv-syn-030"",""drv-syn-001""]","{""latitude"":34.094398239296865,""longitude"":-118.38850607584463}","{""latitude"":34.090420777170166,""longitude"":-118.39154107474039}",drv-syn-030,2025-10-07T06:30:44.846Z,2025-10-07T06:31:39.450Z
race-hist-42001-190,finished,"[""drv-syn-020"",""drv-syn-009""]","{""latitude"":33.957708645048555,""longitude"":-118.27943790920544}","{""latitude"":33.96558044308065,""longitude"":-118.27135378050387}",drv-syn-020,2025-10-15T03:33:52.969Z,2025-10-15T03:34:39.031Z
race-hist-42001-191,finished,"[""drv-syn-023"",""drv-syn-030""]","{""latitude"":34.068952255714684,""longitude"":-118.4215561618097}","{""latitude"":34.06778565255816,""longitude"":-118.40295605794465}",drv-syn-030,2025-12-07T18:48:35.637Z,2025-12-07T18:49:24.024Z
race-hist-42001-192,finished,"[""drv-syn-031"",""drv-syn-006""]","{""latitude"":34.05028274457436,""longitude"":-118.46158831297653}","{""latitude"":34.0547045894304,""longitude"":-118.44513609423225}",drv-syn-031,2026-02-18T03:05:16.134Z,2026-02-18T03:05:37.766Z
race-hist-42001-193,finished,"[""drv-syn-029"",""drv-syn-020""]","{""latitude"":34.00206087489147,""longitude"":-118.31845315936953}","{""latitude"":34.002303097826164,""longitude"":-118.32321284809983}",drv-syn-029,2025-11-11T05:40:00.640Z,2025-11-11T05:40:34.440Z
race-hist-42001-194,finished,"[""drv-syn-022"",""drv-syn-031""]","{""latitude"":34.02081537378021,""longitude"":-118.41127382947597}","{""latitude"":34.022041832958706,""longitude"":-118.41668941657765}",drv-syn-022,2025-10-24T02:18:36.066Z,2025-10-24T02:19:42.994Z
race-hist-42001-195,finished,"[""drv-syn-001"",""drv-syn-048""]","{""latitude"":34.13993982319255,""longitude"":-118.38731025388697}","{""latitude"":34.13868263556705,""longitude"":-118.39851976869676}",drv-syn-001,2026-03-06T04:52:59.353Z,2026-03-06T04:54:09.607Z
race-hist-42001-196,finished,"[""drv-syn-046"",""drv-syn-012""]","{""latitude"":34.02772999262437,""longitude"":-118.53459940723842}","{""latitude"":34.033570637059036,""longitude"":-118.52359121611867}",drv-syn-012,2026-01-14T09:38:48.417Z,2026-01-14T09:39:31.425Z
race-hist-42001-197,finished,"[""drv-syn-019"",""drv-syn-029""]","{""latitude"":34.072922724396925,""longitude"":-118.3940971809905}","{""latitude"":34.07096573396648,""longitude"":-118.37627371198433}",drv-syn-019,2026-02-27T21:53:18.495Z,2026-02-27T21:53:43.888Z
